No.,ブロックタイプ,タグ名,必要項目,記述,データタイプ,I/Oアドレス,生値,,,スケール変換値,,,,,
974,デジタル,FI9042：ACAL,〇,ﾊﾟｲﾛｯﾄｶﾞｽ流量：CAL,WORD,FCS1:R:99:1,0,～,1,0,～,1,,,
981,デジタル,FI9042：AIOP,〇,ﾊﾟｲﾛｯﾄｶﾞｽ流量：IOP警報,WORD,FCS1:R:99:10,0,～,1,0,～,1,,,
984,デジタル,FI9081LAG：AIOP,〇,冷却水流量：IOP警報,WORD,FCS1:R:1442:2,0,～,1,0,～,1,,,
986,デジタル,FI9081H：AIOP,〇,冷却水流量：IOP警報,WORD,FCS1:R:101:2,0,～,1,0,～,1,,,
1001,デジタル,FI9081：AIOP,〇,冷却水流量：IOP警報,WORD,FCS1:R:109:10,0,～,1,0,～,1,,,
1003,デジタル,EI9301LAG：ACAL,〇,燃焼空気ﾌﾞﾛﾜ電流：CAL,WORD,FCS1:R:1436:1,0,～,1,0,～,1,,,
1004,デジタル,EI9301LAG：AIOP,〇,燃焼空気ﾌﾞﾛﾜ電流：IOP警報,WORD,FCS1:R:1436:2,0,～,1,0,～,1,,,
1005,アナログ,EI9301：PV,〇,燃焼空気ﾌﾞﾛﾜ電流：PV,WORD,FCS1:R:111,0,～,10000,0,～,50,A,,
1012,デジタル,EI9301：ACAL,〇,燃焼空気ﾌﾞﾛﾜ電流：CAL,WORD,FCS1:R:118:1,0,～,1,0,～,1,,,
1019,デジタル,EI9301：AIOP,〇,燃焼空気ﾌﾞﾛﾜ電流：IOP警報,WORD,FCS1:R:118:10,0,～,1,0,～,1,,,
1021,デジタル,EI9401LAG：ACAL,〇,排ｶﾞｽ誘引ﾌｧﾝ電流：CAL,WORD,FCS1:R:1437:1,0,～,1,0,～,1,,,
1022,デジタル,EI9401LAG：AIOP,〇,排ｶﾞｽ誘引ﾌｧﾝ電流：IOP警報,WORD,FCS1:R:1437:2,0,～,1,0,～,1,,,
1023,アナログ,EI9401：PV,〇,排ｶﾞｽ誘引ﾌｧﾝ電流：PV,WORD,FCS1:R:120,0,～,10000,0,～,75,A,,
1037,デジタル,EI9401：AIOP,〇,排ｶﾞｽ誘引ﾌｧﾝ電流：IOP警報,WORD,FCS1:R:127:10,0,～,1,0,～,1,,,
1039,デジタル,TI9151LAG：ACAL,〇,燃焼空気ﾌﾞﾛﾜ巻線温度：CAL,WORD,FCS1:R:1438:1,0,～,1,0,～,1,,,
1040,デジタル,TI9151LAG：AIOP,〇,燃焼空気ﾌﾞﾛﾜ巻線温度：IOP警報,WORD,FCS1:R:1438:2,0,～,1,0,～,1,,,
1041,アナログ,TI9151：PV,〇,燃焼空気ﾌﾞﾛﾜ巻線温度：PV,WORD,FCS1:R:129,0,～,10000,0,～,200,℃,,
1048,デジタル,TI9151：ACAL,〇,燃焼空気ﾌﾞﾛﾜ巻線温度：CAL,WORD,FCS1:R:136:1,0,～,1,0,～,1,,,
1055,デジタル,TI9151：AIOP,〇,燃焼空気ﾌﾞﾛﾜ巻線温度：IOP警報,WORD,FCS1:R:136:10,0,～,1,0,～,1,,,
1057,デジタル,TI9153LAG：ACAL,〇,排ｶﾞｽ誘引ﾌｧﾝ巻線温度：CAL,WORD,FCS1:R:1439:1,0,～,1,0,～,1,,,
1058,デジタル,TI9153LAG：AIOP,〇,排ｶﾞｽ誘引ﾌｧﾝ巻線温度：IOP警報,WORD,FCS1:R:1439:2,0,～,1,0,～,1,,,
1059,アナログ,TI9153：PV,〇,排ｶﾞｽ誘引ﾌｧﾝ巻線温度：PV,WORD,FCS1:R:138,0,～,10000,0,～,200,℃,,
1073,デジタル,TI9153：AIOP,〇,排ｶﾞｽ誘引ﾌｧﾝ巻線温度：IOP警報,WORD,FCS1:R:145:10,0,～,1,0,～,1,,,
1076,デジタル,AI9051LAG：AIOP,〇,炉内O2濃度：IOP警報,WORD,FCS1:R:1440:2,0,～,1,0,～,1,,,
1091,デジタル,AI9051：AIOP,〇,炉内O2濃度：IOP警報,WORD,FCS1:R:154:10,0,～,1,0,～,1,,,
1093,デジタル,TI9052LAG：ACAL,〇,煙道排ｶﾞｽ温度：CAL,WORD,FCS1:R:1441:1,0,～,1,0,～,1,,,
1094,デジタル,TI9052LAG：AIOP,〇,煙道排ｶﾞｽ温度：IOP警報,WORD,FCS1:R:1441:2,0,～,1,0,～,1,,,
1095,アナログ,TI9052：PV,〇,煙道排ｶﾞｽ温度：PV,WORD,FCS1:R:156,0,～,10000,0,～,1400,℃,,
1109,デジタル,TI9052：AIOP,〇,煙道排ｶﾞｽ温度：IOP警報,WORD,FCS1:R:163:10,0,～,1,0,～,1,,,
1111,アナログ,AI9054AV：PV,〇,排ｶﾞｽNOX時間平均：PV,WORD,FCS1:R:1301,0,～,10000,0,～,200,ppm,,
1112,アナログ,AI9054AV：H,〇,排ｶﾞｽNOX時間平均：H,WORD,FCS1:R:1302,0,～,10000,0,～,200,ppm,,
1113,アナログ,AI9054AV：L,〇,排ｶﾞｽNOX時間平均：L,WORD,FCS1:R:1303,0,～,10000,0,～,200,ppm,,
1114,アナログ,AI9054AV：HH,〇,排ｶﾞｽNOX時間平均：HH,WORD,FCS1:R:1304,0,～,10000,0,～,200,ppm,,
1115,アナログ,AI9054AV：LL,〇,排ｶﾞｽNOX時間平均：LL,WORD,FCS1:R:1305,0,～,10000,0,～,200,ppm,,
1125,デジタル,AI9054AV：AIOP,〇,排ｶﾞｽNOX時間平均：IOP警報,WORD,FCS1:R:1308:10,0,～,1,0,～,1,,,
1127,アナログ,EO1901：PV,〇,加熱上燃焼量：PV,WORD,FCS1:R:1347,0,～,10000,0,～,100,%,,
1128,アナログ,EO1901：SV,〇,加熱上燃焼量：SV,WORD,FCS1:R:1348,0,～,10000,0,～,100,%,,
1129,アナログ,EO1901：MV,〇,加熱上燃焼量：MV,WORD,FCS1:R:1349,0,～,10000,0,～,100,%,,
1130,アナログ,EO1901：MODE,〇,加熱上燃焼量：MODE,WORD,FCS1:R:1350,0,～,10000,0,～,10000,,,
1131,デジタル,EO1901：ACAL,〇,加熱上燃焼量：CAL,WORD,FCS1:R:1351:1,0,～,1,0,～,1,,,
1136,デジタル,EO1901：AIOP,〇,加熱上燃焼量：IOP警報,WORD,FCS1:R:1351:10,0,～,1,0,～,1,,,
1142,アナログ,EO1902：PV,〇,加熱上炉温度：PV,WORD,FCS1:R:1354,0,～,10000,0,～,100,%,,
1143,アナログ,EO1902：SV,〇,加熱上炉温度：SV,WORD,FCS1:R:1355,0,～,10000,0,～,100,%,,
1144,アナログ,EO1902：MV,〇,加熱上炉温度：MV,WORD,FCS1:R:1356,0,～,10000,0,～,100,%,,
1145,アナログ,EO1902：MODE,〇,加熱上炉温度：MODE,WORD,FCS1:R:1357,0,～,10000,0,～,10000,,,
1146,デジタル,EO1902：ACAL,〇,加熱上炉温度：CAL,WORD,FCS1:R:1358:1,0,～,1,0,～,1,,,
1147,デジタル,EO1902：FMH,〇,加熱上炉温度：出力上限制限,WORD,FCS1:R:1358:2,0,～,1,0,～,1,,,
1148,デジタル,EO1902：FML,〇,加熱上炉温度：出力下限制限,WORD,FCS1:R:1358:3,0,～,1,0,～,1,,,
1151,デジタル,EO1902：AIOP,〇,加熱上炉温度：IOP警報,WORD,FCS1:R:1358:10,0,～,1,0,～,1,,,
1157,アナログ,EO2901：PV,〇,加熱下燃焼量：PV,WORD,FCS1:R:1361,0,～,10000,0,～,100,%,,
1158,アナログ,EO2901：SV,〇,加熱下燃焼量：SV,WORD,FCS1:R:1362,0,～,10000,0,～,100,%,,
1159,アナログ,EO2901：MV,〇,加熱下燃焼量：MV,WORD,FCS1:R:1363,0,～,10000,0,～,100,%,,
1160,アナログ,EO2901：MODE,〇,加熱下燃焼量：MODE,WORD,FCS1:R:1364,0,～,10000,0,～,10000,,,
1161,デジタル,EO2901：ACAL,〇,加熱下燃焼量：CAL,WORD,FCS1:R:1365:1,0,～,1,0,～,1,,,
1162,デジタル,EO2901：FMH,〇,加熱下燃焼量：出力上限制限,WORD,FCS1:R:1365:2,0,～,1,0,～,1,,,
1163,デジタル,EO2901：FML,〇,加熱下燃焼量：出力下限制限,WORD,FCS1:R:1365:3,0,～,1,0,～,1,,,
1166,デジタル,EO2901：AIOP,〇,加熱下燃焼量：IOP警報,WORD,FCS1:R:1365:10,0,～,1,0,～,1,,,
1172,アナログ,EO2902：PV,〇,加熱下炉温度：PV,WORD,FCS1:R:1368,0,～,10000,0,～,100,%,,
1173,アナログ,EO2902：SV,〇,加熱下炉温度：SV,WORD,FCS1:R:1369,0,～,10000,0,～,100,%,,
1174,アナログ,EO2902：MV,〇,加熱下炉温度：MV,WORD,FCS1:R:1370,0,～,10000,0,～,100,%,,
1175,アナログ,EO2902：MODE,〇,加熱下炉温度：MODE,WORD,FCS1:R:1371,0,～,10000,0,～,10000,,,
1176,デジタル,EO2902：ACAL,〇,加熱下炉温度：CAL,WORD,FCS1:R:1372:1,0,～,1,0,～,1,,,
1177,デジタル,EO2902：FMH,〇,加熱下炉温度：出力上限制限,WORD,FCS1:R:1372:2,0,～,1,0,～,1,,,
1178,デジタル,EO2902：FML,〇,加熱下炉温度：出力下限制限,WORD,FCS1:R:1372:3,0,～,1,0,～,1,,,
1181,デジタル,EO2902：AIOP,〇,加熱下炉温度：IOP警報,WORD,FCS1:R:1372:10,0,～,1,0,～,1,,,
1187,アナログ,EO3901：PV,〇,均熱上燃焼量：PV,WORD,FCS1:R:1375,0,～,10000,0,～,100,%,,
1188,アナログ,EO3901：SV,〇,均熱上燃焼量：SV,WORD,FCS1:R:1376,0,～,10000,0,～,100,%,,
1189,アナログ,EO3901：MV,〇,均熱上燃焼量：MV,WORD,FCS1:R:1377,0,～,10000,0,～,100,%,,
1190,アナログ,EO3901：MODE,〇,均熱上燃焼量：MODE,WORD,FCS1:R:1378,0,～,10000,0,～,10000,,,
1191,デジタル,EO3901：ACAL,〇,均熱上燃焼量：CAL,WORD,FCS1:R:1379:1,0,～,1,0,～,1,,,
1192,デジタル,EO3901：FMH,〇,均熱上燃焼量：出力上限制限,WORD,FCS1:R:1379:2,0,～,1,0,～,1,,,
1193,デジタル,EO3901：FML,〇,均熱上燃焼量：出力下限制限,WORD,FCS1:R:1379:3,0,～,1,0,～,1,,,
1196,デジタル,EO3901：AIOP,〇,均熱上燃焼量：IOP警報,WORD,FCS1:R:1379:10,0,～,1,0,～,1,,,
1202,アナログ,EO3902：PV,〇,均熱上炉温度：PV,WORD,FCS1:R:1382,0,～,10000,0,～,100,%,,
1203,アナログ,EO3902：SV,〇,均熱上炉温度：SV,WORD,FCS1:R:1383,0,～,10000,0,～,100,%,,
1204,アナログ,EO3902：MV,〇,均熱上炉温度：MV,WORD,FCS1:R:1384,0,～,10000,0,～,100,%,,
1205,アナログ,EO3902：MODE,〇,均熱上炉温度：MODE,WORD,FCS1:R:1385,0,～,10000,0,～,10000,,,
1206,デジタル,EO3902：ACAL,〇,均熱上炉温度：CAL,WORD,FCS1:R:1386:1,0,～,1,0,～,1,,,
1207,デジタル,EO3902：FMH,〇,均熱上炉温度：出力上限制限,WORD,FCS1:R:1386:2,0,～,1,0,～,1,,,
1208,デジタル,EO3902：FML,〇,均熱上炉温度：出力下限制限,WORD,FCS1:R:1386:3,0,～,1,0,～,1,,,
1211,デジタル,EO3902：AIOP,〇,均熱上炉温度：IOP警報,WORD,FCS1:R:1386:10,0,～,1,0,～,1,,,
1217,アナログ,EO4901：PV,〇,均熱下燃焼量：PV,WORD,FCS1:R:1389,0,～,10000,0,～,100,%,,
1218,アナログ,EO4901：SV,〇,均熱下燃焼量：SV,WORD,FCS1:R:1390,0,～,10000,0,～,100,%,,
1219,アナログ,EO4901：MV,〇,均熱下燃焼量：MV,WORD,FCS1:R:1391,0,～,10000,0,～,100,%,,
1220,アナログ,EO4901：MODE,〇,均熱下燃焼量：MODE,WORD,FCS1:R:1392,0,～,10000,0,～,10000,,,
1221,デジタル,EO4901：ACAL,〇,均熱下燃焼量：CAL,WORD,FCS1:R:1393:1,0,～,1,0,～,1,,,
1222,デジタル,EO4901：FMH,〇,均熱下燃焼量：出力上限制限,WORD,FCS1:R:1393:2,0,～,1,0,～,1,,,
1223,デジタル,EO4901：FML,〇,均熱下燃焼量：出力下限制限,WORD,FCS1:R:1393:3,0,～,1,0,～,1,,,
1226,デジタル,EO4901：AIOP,〇,均熱下燃焼量：IOP警報,WORD,FCS1:R:1393:10,0,～,1,0,～,1,,,
1232,アナログ,EO4902：PV,〇,均熱下炉温度：PV,WORD,FCS1:R:1396,0,～,10000,0,～,100,%,,
1233,アナログ,EO4902：SV,〇,均熱下炉温度：SV,WORD,FCS1:R:1397,0,～,10000,0,～,100,%,,
1234,アナログ,EO4902：MV,〇,均熱下炉温度：MV,WORD,FCS1:R:1398,0,～,10000,0,～,100,%,,
1235,アナログ,EO4902：MODE,〇,均熱下炉温度：MODE,WORD,FCS1:R:1399,0,～,10000,0,～,10000,,,
1236,デジタル,EO4902：ACAL,〇,均熱下炉温度：CAL,WORD,FCS1:R:1400:1,0,～,1,0,～,1,,,
1237,デジタル,EO4902：FMH,〇,均熱下炉温度：出力上限制限,WORD,FCS1:R:1400:2,0,～,1,0,～,1,,,
1238,デジタル,EO4902：FML,〇,均熱下炉温度：出力下限制限,WORD,FCS1:R:1400:3,0,～,1,0,～,1,,,
1241,デジタル,EO4902：AIOP,〇,均熱下炉温度：IOP警報,WORD,FCS1:R:1400:10,0,～,1,0,～,1,,,
1247,アナログ,EO9065：PV,〇,1側抽出温度：PV,WORD,FCS1:R:1403,0,～,10000,0,～,100,%,,
1248,アナログ,EO9065：SV,〇,1側抽出温度：SV,WORD,FCS1:R:1404,0,～,10000,0,～,100,%,,
1249,アナログ,EO9065：MV,〇,1側抽出温度：MV,WORD,FCS1:R:1405,0,～,10000,0,～,100,%,,
1250,アナログ,EO9065：MODE,〇,1側抽出温度：MODE,WORD,FCS1:R:1406,0,～,10000,0,～,10000,,,
1251,デジタル,EO9065：ACAL,〇,1側抽出温度：CAL,WORD,FCS1:R:1407:1,0,～,1,0,～,1,,,
1252,デジタル,EO9065：FMH,〇,1側抽出温度：出力上限制限,WORD,FCS1:R:1407:2,0,～,1,0,～,1,,,
1253,デジタル,EO9065：FML,〇,1側抽出温度：出力下限制限,WORD,FCS1:R:1407:3,0,～,1,0,～,1,,,
1256,デジタル,EO9065：AIOP,〇,1側抽出温度：IOP警報,WORD,FCS1:R:1407:10,0,～,1,0,～,1,,,
1262,アナログ,EO9066：PV,〇,2側抽出温度：PV,WORD,FCS1:R:1410,0,～,10000,0,～,100,%,,
1263,アナログ,EO9066：SV,〇,2側抽出温度：SV,WORD,FCS1:R:1411,0,～,10000,0,～,100,%,,
1264,アナログ,EO9066：MV,〇,2側抽出温度：MV,WORD,FCS1:R:1412,0,～,10000,0,～,100,%,,
1265,アナログ,EO9066：MODE,〇,2側抽出温度：MODE,WORD,FCS1:R:1413,0,～,10000,0,～,10000,,,
1266,デジタル,EO9066：ACAL,〇,2側抽出温度：CAL,WORD,FCS1:R:1414:1,0,～,1,0,～,1,,,
1267,デジタル,EO9066：FMH,〇,2側抽出温度：出力上限制限,WORD,FCS1:R:1414:2,0,～,1,0,～,1,,,
1268,デジタル,EO9066：FML,〇,2側抽出温度：出力下限制限,WORD,FCS1:R:1414:3,0,～,1,0,～,1,,,
1271,デジタル,EO9066：AIOP,〇,2側抽出温度：IOP警報,WORD,FCS1:R:1414:10,0,～,1,0,～,1,,,
1277,アナログ,EO9061：PV,〇,装入材料温度：PV,WORD,FCS1:R:1417,0,～,10000,0,～,100,%,,
1278,アナログ,EO9061：SV,〇,装入材料温度：SV,WORD,FCS1:R:1418,0,～,10000,0,～,100,%,,
1279,アナログ,EO9061：MV,〇,装入材料温度：MV,WORD,FCS1:R:1419,0,～,10000,0,～,100,%,,
1280,アナログ,EO9061：MODE,〇,装入材料温度：MODE,WORD,FCS1:R:1420,0,～,10000,0,～,10000,,,
1281,デジタル,EO9061：ACAL,〇,装入材料温度：CAL,WORD,FCS1:R:1421:1,0,～,1,0,～,1,,,
1286,デジタル,EO9061：AIOP,〇,装入材料温度：IOP警報,WORD,FCS1:R:1421:10,0,～,1,0,～,1,,,
1306,アナログ,FCS1：STIM,〇,ﾏｽﾀｰｺﾝﾄﾛｰﾙ：STIM,WORD,FCS1:R:256,0,～,10000,0,～,10000,,,
1346,アナログ,TI1001A：PV,〇,加熱帯上部温度1：PV,WORD,FCS1:R:266,0,～,10000,0,～,1400,℃,,
1353,デジタル,TI1001A：ACAL,〇,加熱帯上部温度1：CAL,WORD,FCS1:R:273:1,0,～,1,0,～,1,,,
1360,デジタル,TI1001A：AIOP,〇,加熱帯上部温度1：IOP警報,WORD,FCS1:R:273:10,0,～,1,0,～,1,,,
1362,アナログ,TI1001B：PV,〇,加熱帯上部温度2：PV,WORD,FCS1:R:275,0,～,10000,0,～,1400,℃,,
1369,デジタル,TI1001B：ACAL,〇,加熱帯上部温度2：CAL,WORD,FCS1:R:282:1,0,～,1,0,～,1,,,
1376,デジタル,TI1001B：AIOP,〇,加熱帯上部温度2：IOP警報,WORD,FCS1:R:282:10,0,～,1,0,～,1,,,
1380,デジタル,TSEL1001：ACAL,〇,加熱帯上部温度選択：CAL,WORD,FCS1:R:286:1,0,～,1,0,～,1,,,
1386,デジタル,TFF1001：AIOP,〇,加熱上炉温FF：IOP警報,WORD,FCS1:R:287:2,0,～,1,0,～,1,,,
1387,アナログ,TIC1001：PV,〇,加熱帯上部炉温制御：PV,WORD,FCS1:R:288,0,～,10000,0,～,1400,℃,,
1388,アナログ,TIC1001：SV,〇,加熱帯上部炉温制御：SV,WORD,FCS1:R:289,0,～,10000,0,～,1400,℃,,
1389,アナログ,TIC1001：MV,〇,加熱帯上部炉温制御：MV,WORD,FCS1:R:290,0,～,10000,0,～,100,%,,
1390,アナログ,TIC1001：MODE,〇,加熱帯上部炉温制御：MODE,WORD,FCS1:R:291,0,～,10000,0,～,10000,,,
1391,アナログ,TIC1001：H,〇,加熱帯上部炉温制御：H,WORD,FCS1:R:292,0,～,10000,0,～,1400,℃,,
1392,アナログ,TIC1001：L,〇,加熱帯上部炉温制御：L,WORD,FCS1:R:293,0,～,10000,0,～,1400,℃,,
1393,アナログ,TIC1001：HH,〇,加熱帯上部炉温制御：HH,WORD,FCS1:R:294,0,～,10000,0,～,1400,℃,,
1394,アナログ,TIC1001：LL,〇,加熱帯上部炉温制御：LL,WORD,FCS1:R:295,0,～,10000,0,～,1400,℃,,
1397,デジタル,TIC1001：FMH,〇,加熱帯上部炉温制御：出力上限制限,WORD,FCS1:R:296:2,0,～,1,0,～,1,,,
1398,デジタル,TIC1001：FML,〇,加熱帯上部炉温制御：出力下限制限,WORD,FCS1:R:296:3,0,～,1,0,～,1,,,
1405,デジタル,TIC1001：AIOP,〇,加熱帯上部炉温制御：IOP警報,WORD,FCS1:R:296:10,0,～,1,0,～,1,,,
1431,デジタル,TSP1001A：AIOP,〇,加熱上計算機炉温設定：IOP警報,WORD,FCS1:R:307:10,0,～,1,0,～,1,,,
1440,デジタル,LIM1001：AIOP,〇,加熱帯上部低温時制限：IOP警報,WORD,FCS1:R:310:2,0,～,1,0,～,1,,,
1441,アナログ,TI2001A：PV,〇,加熱帯下部温度1：PV,WORD,FCS1:R:311,0,～,10000,0,～,1400,℃,,
1442,アナログ,TI2001A：H,〇,加熱帯下部温度1：H,WORD,FCS1:R:312,0,～,10000,0,～,1400,℃,,
1443,アナログ,TI2001A：L,〇,加熱帯下部温度1：L,WORD,FCS1:R:313,0,～,10000,0,～,1400,℃,,
1444,アナログ,TI2001A：HH,〇,加熱帯下部温度1：HH,WORD,FCS1:R:314,0,～,10000,0,～,1400,℃,,
1445,アナログ,TI2001A：LL,〇,加熱帯下部温度1：LL,WORD,FCS1:R:315,0,～,10000,0,～,1400,℃,,
1448,デジタル,TI2001A：ACAL,〇,加熱帯下部温度1：CAL,WORD,FCS1:R:318:1,0,～,1,0,～,1,,,
1455,デジタル,TI2001A：AIOP,〇,加熱帯下部温度1：IOP警報,WORD,FCS1:R:318:10,0,～,1,0,～,1,,,
1457,アナログ,TI2001B：PV,〇,加熱帯下部温度2：PV,WORD,FCS1:R:320,0,～,10000,0,～,1400,℃,,
1458,アナログ,TI2001B：H,〇,加熱帯下部温度2：H,WORD,FCS1:R:321,0,～,10000,0,～,1400,℃,,
1459,アナログ,TI2001B：L,〇,加熱帯下部温度2：L,WORD,FCS1:R:322,0,～,10000,0,～,1400,℃,,
1460,アナログ,TI2001B：HH,〇,加熱帯下部温度2：HH,WORD,FCS1:R:323,0,～,10000,0,～,1400,℃,,
1461,アナログ,TI2001B：LL,〇,加熱帯下部温度2：LL,WORD,FCS1:R:324,0,～,10000,0,～,1400,℃,,
1464,デジタル,TI2001B：ACAL,〇,加熱帯下部温度2：CAL,WORD,FCS1:R:327:1,0,～,1,0,～,1,,,
1471,デジタル,TI2001B：AIOP,〇,加熱帯下部温度2：IOP警報,WORD,FCS1:R:327:10,0,～,1,0,～,1,,,
1475,デジタル,TSEL2001：ACAL,〇,加熱帯下部温度選択：CAL,WORD,FCS1:R:331:1,0,～,1,0,～,1,,,
1481,デジタル,TFF2001：AIOP,〇,加熱下炉温FF：IOP警報,WORD,FCS1:R:332:2,0,～,1,0,～,1,,,
1482,アナログ,TIC2001：PV,〇,加熱帯下部炉温制御：PV,WORD,FCS1:R:333,0,～,10000,0,～,1400,℃,,
1483,アナログ,TIC2001：SV,〇,加熱帯下部炉温制御：SV,WORD,FCS1:R:334,0,～,10000,0,～,1400,℃,,
1484,アナログ,TIC2001：MV,〇,加熱帯下部炉温制御：MV,WORD,FCS1:R:335,0,～,10000,0,～,100,%,,
1485,アナログ,TIC2001：MODE,〇,加熱帯下部炉温制御：MODE,WORD,FCS1:R:336,0,～,10000,0,～,10000,,,
1486,アナログ,TIC2001：H,〇,加熱帯下部炉温制御：H,WORD,FCS1:R:337,0,～,10000,0,～,1400,℃,,
1487,アナログ,TIC2001：L,〇,加熱帯下部炉温制御：L,WORD,FCS1:R:338,0,～,10000,0,～,1400,℃,,
1488,アナログ,TIC2001：HH,〇,加熱帯下部炉温制御：HH,WORD,FCS1:R:339,0,～,10000,0,～,1400,℃,,
1489,アナログ,TIC2001：LL,〇,加熱帯下部炉温制御：LL,WORD,FCS1:R:340,0,～,10000,0,～,1400,℃,,
1492,デジタル,TIC2001：FMH,〇,加熱帯下部炉温制御：出力上限制限,WORD,FCS1:R:341:2,0,～,1,0,～,1,,,
1493,デジタル,TIC2001：FML,〇,加熱帯下部炉温制御：出力下限制限,WORD,FCS1:R:341:3,0,～,1,0,～,1,,,
1500,デジタル,TIC2001：AIOP,〇,加熱帯下部炉温制御：IOP警報,WORD,FCS1:R:341:10,0,～,1,0,～,1,,,
1526,デジタル,TSP2001A：AIOP,〇,加熱下計算機炉温設定：IOP警報,WORD,FCS1:R:352:10,0,～,1,0,～,1,,,
1535,デジタル,LIM2001：AIOP,〇,加熱帯下部低温時制限：IOP警報,WORD,FCS1:R:355:2,0,～,1,0,～,1,,,
1576,デジタル,U1001：AIOP,〇,1Z空気比実績：IOP警報,WORD,FCS1:R:1317:10,0,～,1,0,～,1,,,
1592,デジタル,U2001：AIOP,〇,2Z空気比実績：IOP警報,WORD,FCS1:R:1326:10,0,～,1,0,～,1,,,
1598,アナログ,FIC1002：PV,〇,加熱帯上部LNG流量制御：PV,WORD,FCS1:R:370,0,～,10000,0,～,2000,Nm3/h,,
1599,アナログ,FIC1002：SV,〇,加熱帯上部LNG流量制御：SV,WORD,FCS1:R:371,0,～,10000,0,～,2000,Nm3/h,,
1600,アナログ,FIC1002：MV,〇,加熱帯上部LNG流量制御：MV,WORD,FCS1:R:372,0,～,10000,0,～,100,%,,
1601,アナログ,FIC1002：MODE,〇,加熱帯上部LNG流量制御：MODE,WORD,FCS1:R:373,0,～,10000,0,～,10000,,,
1602,アナログ,FIC1002：H,〇,加熱帯上部LNG流量制御：H,WORD,FCS1:R:374,0,～,10000,0,～,2000,Nm3/h,,
1603,アナログ,FIC1002：L,〇,加熱帯上部LNG流量制御：L,WORD,FCS1:R:375,0,～,10000,0,～,2000,Nm3/h,,
1604,アナログ,FIC1002：HH,〇,加熱帯上部LNG流量制御：HH,WORD,FCS1:R:376,0,～,10000,0,～,2000,Nm3/h,,
1605,アナログ,FIC1002：LL,〇,加熱帯上部LNG流量制御：LL,WORD,FCS1:R:377,0,～,10000,0,～,2000,Nm3/h,,
1608,デジタル,FIC1002：FMH,〇,加熱帯上部LNG流量制御：出力上限制限,WORD,FCS1:R:378:2,0,～,1,0,～,1,,,
1609,デジタル,FIC1002：FML,〇,加熱帯上部LNG流量制御：出力下限制限,WORD,FCS1:R:378:3,0,～,1,0,～,1,,,
1616,デジタル,FIC1002：AIOP,〇,加熱帯上部LNG流量制御：IOP警報,WORD,FCS1:R:378:10,0,～,1,0,～,1,,,
1628,アナログ,FIC1003：PV,〇,加熱帯上部燃焼空気流量制御：PV,WORD,FCS1:R:383,0,～,10000,0,～,23000,Nm3/h,,
1629,アナログ,FIC1003：SV,〇,加熱帯上部燃焼空気流量制御：SV,WORD,FCS1:R:384,0,～,10000,0,～,23000,Nm3/h,,
1630,アナログ,FIC1003：MV,〇,加熱帯上部燃焼空気流量制御：MV,WORD,FCS1:R:385,0,～,10000,0,～,100,%,,
1631,アナログ,FIC1003：MODE,〇,加熱帯上部燃焼空気流量制御：MODE,WORD,FCS1:R:386,0,～,10000,0,～,10000,,,
1632,アナログ,FIC1003：H,〇,加熱帯上部燃焼空気流量制御：H,WORD,FCS1:R:387,0,～,10000,0,～,23000,Nm3/h,,
1633,アナログ,FIC1003：L,〇,加熱帯上部燃焼空気流量制御：L,WORD,FCS1:R:388,0,～,10000,0,～,23000,Nm3/h,,
1634,アナログ,FIC1003：HH,〇,加熱帯上部燃焼空気流量制御：HH,WORD,FCS1:R:389,0,～,10000,0,～,23000,Nm3/h,,
1635,アナログ,FIC1003：LL,〇,加熱帯上部燃焼空気流量制御：LL,WORD,FCS1:R:390,0,～,10000,0,～,23000,Nm3/h,,
1638,デジタル,FIC1003：FMH,〇,加熱帯上部燃焼空気流量制御：出力上限制限,WORD,FCS1:R:391:2,0,～,1,0,～,1,,,
1639,デジタル,FIC1003：FML,〇,加熱帯上部燃焼空気流量制御：出力下限制限,WORD,FCS1:R:391:3,0,～,1,0,～,1,,,
1646,デジタル,FIC1003：AIOP,〇,加熱帯上部燃焼空気流量制御：IOP警報,WORD,FCS1:R:391:10,0,～,1,0,～,1,,,
1655,デジタル,FY1004H：AIOP,〇,加熱帯上部排ｶﾞｽ流量開平：IOP警報,WORD,FCS1:R:394:2,0,～,1,0,～,1,,,
1656,アナログ,TI1009：PV,〇,加熱帯上部排ｶﾞｽ温度：PV,WORD,FCS1:R:395,0,～,10000,0,～,500,℃,,
1657,アナログ,TI1009：H,〇,加熱帯上部排ｶﾞｽ温度：H,WORD,FCS1:R:396,0,～,10000,0,～,500,℃,,
1658,アナログ,TI1009：L,〇,加熱帯上部排ｶﾞｽ温度：L,WORD,FCS1:R:397,0,～,10000,0,～,500,℃,,
1659,アナログ,TI1009：HH,〇,加熱帯上部排ｶﾞｽ温度：HH,WORD,FCS1:R:398,0,～,10000,0,～,500,℃,,
1660,アナログ,TI1009：LL,〇,加熱帯上部排ｶﾞｽ温度：LL,WORD,FCS1:R:399,0,～,10000,0,～,500,℃,,
1663,デジタル,TI1009：ACAL,〇,加熱帯上部排ｶﾞｽ温度：CAL,WORD,FCS1:R:402:1,0,～,1,0,～,1,,,
