No.,ブロックタイプ,タグ名,必要項目,記述,データタイプ,I/Oアドレス,生値,,,スケール変換値,,,,,
2526,アナログ,PIC9001：PV,〇,炉内圧力制御：PV,WORD,FCS1:R:783,0,～,10000,-100,～,100,Pa,,
2527,アナログ,PIC9001：SV,〇,炉内圧力制御：SV,WORD,FCS1:R:784,0,～,10000,-100,～,100,Pa,,
2528,アナログ,PIC9001：MV,〇,炉内圧力制御：MV,WORD,FCS1:R:785,0,～,10000,0,～,100,%,,
2529,アナログ,PIC9001：MODE,〇,炉内圧力制御：MODE,WORD,FCS1:R:786,0,～,10000,0,～,10000,,,
2530,アナログ,PIC9001：H,〇,炉内圧力制御：H,WORD,FCS1:R:787,0,～,10000,-100,～,100,Pa,,
2531,アナログ,PIC9001：L,〇,炉内圧力制御：L,WORD,FCS1:R:788,0,～,10000,-100,～,100,Pa,,
2532,アナログ,PIC9001：HH,〇,炉内圧力制御：HH,WORD,FCS1:R:789,0,～,10000,-100,～,100,Pa,,
2533,アナログ,PIC9001：LL,〇,炉内圧力制御：LL,WORD,FCS1:R:790,0,～,10000,-100,～,100,Pa,,
2536,デジタル,PIC9001：FMH,〇,炉内圧力制御：出力上限制限,WORD,FCS1:R:791:2,0,～,1,0,～,1,,,
2537,デジタル,PIC9001：FML,〇,炉内圧力制御：出力下限制限,WORD,FCS1:R:791:3,0,～,1,0,～,1,,,
2544,デジタル,PIC9001：AIOP,〇,炉内圧力制御：IOP警報,WORD,FCS1:R:791:10,0,～,1,0,～,1,,,
2552,アナログ,PIC9002：PV,〇,LNG圧力制御：PV,WORD,FCS1:R:794,0,～,10000,0,～,150,kPa,,
2553,アナログ,PIC9002：SV,〇,LNG圧力制御：SV,WORD,FCS1:R:795,0,～,10000,0,～,150,kPa,,
2554,アナログ,PIC9002：MV,〇,LNG圧力制御：MV,WORD,FCS1:R:796,0,～,10000,0,～,100,%,,
2555,アナログ,PIC9002：MODE,〇,LNG圧力制御：MODE,WORD,FCS1:R:797,0,～,10000,0,～,10000,,,
2556,アナログ,PIC9002：H,〇,LNG圧力制御：H,WORD,FCS1:R:798,0,～,10000,0,～,150,kPa,,
2557,アナログ,PIC9002：L,〇,LNG圧力制御：L,WORD,FCS1:R:799,0,～,10000,0,～,150,kPa,,
2558,アナログ,PIC9002：HH,〇,LNG圧力制御：HH,WORD,FCS1:R:800,0,～,10000,0,～,150,kPa,,
2559,アナログ,PIC9002：LL,〇,LNG圧力制御：LL,WORD,FCS1:R:801,0,～,10000,0,～,150,kPa,,
2562,デジタル,PIC9002：FMH,〇,LNG圧力制御：出力上限制限,WORD,FCS1:R:802:2,0,～,1,0,～,1,,,
2563,デジタル,PIC9002：FML,〇,LNG圧力制御：出力下限制限,WORD,FCS1:R:802:3,0,～,1,0,～,1,,,
2570,デジタル,PIC9002：AIOP,〇,LNG圧力制御：IOP警報,WORD,FCS1:R:802:10,0,～,1,0,～,1,,,
2586,デジタル,PSP9002：AIOP,〇,LNG本管圧力設定：IOP警報,WORD,FCS1:R:808:2,0,～,1,0,～,1,,,
2587,アナログ,PIC9003：PV,〇,燃焼空気圧力制御：PV,WORD,FCS1:R:809,0,～,10000,0,～,15,ｋPa,,
2588,アナログ,PIC9003：SV,〇,燃焼空気圧力制御：SV,WORD,FCS1:R:810,0,～,10000,0,～,15,ｋPa,,
2589,アナログ,PIC9003：MV,〇,燃焼空気圧力制御：MV,WORD,FCS1:R:811,0,～,10000,0,～,100,%,,
2590,アナログ,PIC9003：MODE,〇,燃焼空気圧力制御：MODE,WORD,FCS1:R:812,0,～,10000,0,～,10000,,,
2591,アナログ,PIC9003：H,〇,燃焼空気圧力制御：H,WORD,FCS1:R:813,0,～,10000,0,～,15,ｋPa,,
2592,アナログ,PIC9003：L,〇,燃焼空気圧力制御：L,WORD,FCS1:R:814,0,～,10000,0,～,15,ｋPa,,
2593,アナログ,PIC9003：HH,〇,燃焼空気圧力制御：HH,WORD,FCS1:R:815,0,～,10000,0,～,15,ｋPa,,
2594,アナログ,PIC9003：LL,〇,燃焼空気圧力制御：LL,WORD,FCS1:R:816,0,～,10000,0,～,15,ｋPa,,
2597,デジタル,PIC9003：FMH,〇,燃焼空気圧力制御：出力上限制限,WORD,FCS1:R:817:2,0,～,1,0,～,1,,,
2598,デジタル,PIC9003：FML,〇,燃焼空気圧力制御：出力下限制限,WORD,FCS1:R:817:3,0,～,1,0,～,1,,,
2605,デジタル,PIC9003：AIOP,〇,燃焼空気圧力制御：IOP警報,WORD,FCS1:R:817:10,0,～,1,0,～,1,,,
2621,デジタル,PSP9003：AIOP,〇,空気本管圧力設定：IOP警報,WORD,FCS1:R:823:2,0,～,1,0,～,1,,,
2622,アナログ,PIC9004：PV,〇,排ｶﾞｽ圧力調節計：PV,WORD,FCS1:R:824,0,～,10000,-15,～,0,kPa,,
2623,アナログ,PIC9004：SV,〇,排ｶﾞｽ圧力調節計：SV,WORD,FCS1:R:825,0,～,10000,-15,～,0,kPa,,
2624,アナログ,PIC9004：MV,〇,排ｶﾞｽ圧力調節計：MV,WORD,FCS1:R:826,0,～,10000,0,～,100,%,,
2625,アナログ,PIC9004：MODE,〇,排ｶﾞｽ圧力調節計：MODE,WORD,FCS1:R:827,0,～,10000,0,～,10000,,,
2626,アナログ,PIC9004：H,〇,排ｶﾞｽ圧力調節計：H,WORD,FCS1:R:828,0,～,10000,-15,～,0,kPa,,
2627,アナログ,PIC9004：L,〇,排ｶﾞｽ圧力調節計：L,WORD,FCS1:R:829,0,～,10000,-15,～,0,kPa,,
2628,アナログ,PIC9004：HH,〇,排ｶﾞｽ圧力調節計：HH,WORD,FCS1:R:830,0,～,10000,-15,～,0,kPa,,
2629,アナログ,PIC9004：LL,〇,排ｶﾞｽ圧力調節計：LL,WORD,FCS1:R:831,0,～,10000,-15,～,0,kPa,,
2632,デジタル,PIC9004：FMH,〇,排ｶﾞｽ圧力調節計：出力上限制限,WORD,FCS1:R:832:2,0,～,1,0,～,1,,,
2633,デジタル,PIC9004：FML,〇,排ｶﾞｽ圧力調節計：出力下限制限,WORD,FCS1:R:832:3,0,～,1,0,～,1,,,
2640,デジタル,PIC9004：AIOP,〇,排ｶﾞｽ圧力調節計：IOP警報,WORD,FCS1:R:832:10,0,～,1,0,～,1,,,
2648,デジタル,PSP9004：ACAL,〇,排ｶﾞｽ本管圧力設定：CAL,WORD,FCS1:R:835:1,0,～,1,0,～,1,,,
2649,デジタル,PSP9004：AIOP,〇,排ｶﾞｽ本管圧力設定：IOP警報,WORD,FCS1:R:835:2,0,～,1,0,～,1,,,
2748,アナログ,AIC9004：PV,〇,IDFVVVF電流調節計：PV,WORD,FCS1:R:1452,0,～,10000,0,～,63,A,,
2749,アナログ,AIC9004：SV,〇,IDFVVVF電流調節計：SV,WORD,FCS1:R:1453,0,～,10000,0,～,63,A,,
2750,アナログ,AIC9004：MV,〇,IDFVVVF電流調節計：MV,WORD,FCS1:R:1454,0,～,10000,0,～,100,%,,
2751,アナログ,AIC9004：MODE,〇,IDFVVVF電流調節計：MODE,WORD,FCS1:R:1455,0,～,10000,0,～,10000,,,
2766,デジタル,AIC9004：AIOP,〇,IDFVVVF電流調節計：IOP警報,WORD,FCS1:R:1460:10,0,～,1,0,～,1,,,
2774,アナログ,FQ1002：PV,〇,加熱帯上部LNG積算：PV,WORD,FCS1:R:869,0,～,10000,0,～,2000,Nm3/h,,
2788,アナログ,FQ9102：PV,〇,加熱帯上部LNG積算：PV,WORD,FCS1:R:878,0,～,10000,0,～,2000,Nm3/h,,
2802,アナログ,FQ2002：PV,〇,加熱帯下部LNG積算：PV,WORD,FCS1:R:887,0,～,10000,0,～,2500,Nm3/h,,
2816,アナログ,FQ9202：PV,〇,加熱帯下部LNG積算：PV,WORD,FCS1:R:896,0,～,10000,0,～,2500,Nm3/h,,
2830,アナログ,FQ3002：PV,〇,均熱帯上部LNG積算：PV,WORD,FCS1:R:905,0,～,10000,0,～,360,Nm3/h,,
2844,アナログ,FQ9302：PV,〇,均熱帯上部LNG積算：PV,WORD,FCS1:R:914,0,～,10000,0,～,360,Nm3/h,,
2858,アナログ,FQ4002：PV,〇,均熱帯下部LNG積算：PV,WORD,FCS1:R:923,0,～,10000,0,～,440,Nm3/h,,
2872,アナログ,FQ9402：PV,〇,均熱帯下部LNG積算：PV,WORD,FCS1:R:932,0,～,10000,0,～,440,Nm3/h,,
2886,アナログ,FQ9042：PV,〇,ﾊﾟｲﾛｯﾄｶﾞｽ積算：PV,WORD,FCS1:R:941,0,～,10000,0,～,140,Nm3/h,,
2892,デジタル,FQ9042：ACAL,〇,ﾊﾟｲﾛｯﾄｶﾞｽ積算：CAL,WORD,FCS1:R:948:1,0,～,1,0,～,1,,,
2900,アナログ,FQ9942：PV,〇,ﾊﾟｲﾛｯﾄｶﾞｽ積算：PV,WORD,FCS1:R:950,0,～,10000,0,～,140,Nm3/h,,
2906,デジタル,FQ9942：ACAL,〇,ﾊﾟｲﾛｯﾄｶﾞｽ積算：CAL,WORD,FCS1:R:957:1,0,～,1,0,～,1,,,
3026,アナログ,FQ1004：PV,〇,加熱帯上部排ｶﾞｽ積算：PV,WORD,FCS1:R:1031,0,～,10000,0,～,20000,Nm3/h,,
3037,デジタル,FQ1004：AIOP,〇,加熱帯上部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1038:10,0,～,1,0,～,1,,,
3040,アナログ,FQ2004：PV,〇,加熱帯下部排ｶﾞｽ積算：PV,WORD,FCS1:R:1040,0,～,10000,0,～,25000,Nm3/h,,
3051,デジタル,FQ2004：AIOP,〇,加熱帯下部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1047:10,0,～,1,0,～,1,,,
3054,アナログ,FQ3004：PV,〇,均熱帯上部排ｶﾞｽ積算：PV,WORD,FCS1:R:1049,0,～,10000,0,～,4000,Nm3/h,,
3065,デジタル,FQ3004：AIOP,〇,均熱帯上部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1056:10,0,～,1,0,～,1,,,
3068,アナログ,FQ4004：PV,〇,均熱帯下部排ｶﾞｽ積算：PV,WORD,FCS1:R:1058,0,～,10000,0,～,4800,Nm3/h,,
3079,デジタル,FQ4004：AIOP,〇,均熱帯下部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1065:10,0,～,1,0,～,1,,,
3082,アナログ,FQ9104：PV,〇,加熱帯上部排ｶﾞｽ積算：PV,WORD,FCS1:R:1067,0,～,10000,0,～,20000,Nm3/h,,
3088,デジタル,FQ9104：ACAL,〇,加熱帯上部排ｶﾞｽ積算：CAL,WORD,FCS1:R:1074:1,0,～,1,0,～,1,,,
3093,デジタル,FQ9104：AIOP,〇,加熱帯上部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1074:10,0,～,1,0,～,1,,,
3096,アナログ,FQ9204：PV,〇,加熱帯下部排ｶﾞｽ積算：PV,WORD,FCS1:R:1076,0,～,10000,0,～,25000,Nm3/h,,
3102,デジタル,FQ9204：ACAL,〇,加熱帯下部排ｶﾞｽ積算：CAL,WORD,FCS1:R:1083:1,0,～,1,0,～,1,,,
3107,デジタル,FQ9204：AIOP,〇,加熱帯下部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1083:10,0,～,1,0,～,1,,,
3110,アナログ,FQ9304：PV,〇,均熱帯上部排ｶﾞｽ積算：PV,WORD,FCS1:R:1085,0,～,10000,0,～,4000,Nm3/h,,
3116,デジタル,FQ9304：ACAL,〇,均熱帯上部排ｶﾞｽ積算：CAL,WORD,FCS1:R:1092:1,0,～,1,0,～,1,,,
3120,デジタル,FQ9304：ALL,〇,均熱帯上部排ｶﾞｽ積算：LL警報,WORD,FCS1:R:1092:9,0,～,1,0,～,1,,,
3124,アナログ,FQ9404：PV,〇,均熱帯下部排ｶﾞｽ積算：PV,WORD,FCS1:R:1094,0,～,10000,0,～,4800,Nm3/h,,
3130,デジタル,FQ9404：ACAL,〇,均熱帯下部排ｶﾞｽ積算：CAL,WORD,FCS1:R:1101:1,0,～,1,0,～,1,,,
3135,デジタル,FQ9404：AIOP,〇,均熱帯下部排ｶﾞｽ積算：IOP警報,WORD,FCS1:R:1101:10,0,～,1,0,～,1,,,
3362,アナログ,FQ9045：PV,〇,ﾉｽﾞﾙ冷却空気積算：PV,WORD,FCS1:R:1247,0,～,10000,0,～,4800,Nm3/h,,
3368,デジタル,FQ9045：ACAL,〇,ﾉｽﾞﾙ冷却空気積算：CAL,WORD,FCS1:R:1254:1,0,～,1,0,～,1,,,
3373,デジタル,FQ9045：AIOP,〇,ﾉｽﾞﾙ冷却空気積算：IOP警報,WORD,FCS1:R:1254:10,0,～,1,0,～,1,,,
